,12486,23/04/12,15/07/10,15/04/17,11МЕ004090коп,"ООО ""Бастион"", по адресу:  г. Сыктывкар,ул. Лесопарковая, д.67. ОГРН 1061101044520,в лице Панев Олег Леонидович. Тел.31-59-05, 270-720. ИНН : 1101129147/110101001","магазин г. Сыктывкар,ул. Тентюковская, д.122/1",  
,12486,23/04/12,13/05/10,15/04/17,11МЕ004090коп,"ООО ""Бастион"", по адресу:  г. Сыктывкар,ул. Лесопарковая, д.67. ОГРН 1061101044520,в лице Панев Олег Леонидович. Тел.31-59-05, 270-720. ИНН : 1101129147/110101001","магазин «Империя Вин» г. Сыктывкар,ул. Морозова, д.174",  
,12486,23/04/12,13/05/10,15/04/17,11МЕ004090коп,"ООО ""Бастион"", по адресу:  г. Сыктывкар,ул. Лесопарковая, д.67. ОГРН 1061101044520,в лице Панев Олег Леонидович. Тел.31-59-05, 270-720. ИНН : 1101129147/110101001","торговый павильон «Империя Вин» г. Сыктывкар,ул. Куратова, 73/6",  
,12486,23/04/12,26/11/10,15/04/17,11МЕ004090коп,"ООО ""Бастион"", по адресу:  г. Сыктывкар,ул. Лесопарковая, д.67. ОГРН 1061101044520,в лице Панев Олег Леонидович. Тел.31-59-05, 270-720. ИНН : 1101129147/110101001","магазин г. Сыктывкар,п. Заречье, ул. Озерная, д. 9",  
,12486,23/04/12,08/02/10,15/04/17,11МЕ004090коп,"ООО ""Бастион"", по адресу:  г. Сыктывкар,ул. Лесопарковая, д.67. ОГРН 1061101044520,в лице Панев Олег Леонидович. Тел.31-59-05, 270-720. ИНН : 1101129147/110101001","магазин «Империя Вин» г. Сыктывкар,ул. Коммунистическая, д. 62",  
,12486,23/04/12,06/12/10,15/04/17,11МЕ004090коп,"ООО ""Бастион"", по адресу:  г. Сыктывкар,ул. Лесопарковая, д.67. ОГРН 1061101044520,в лице Панев Олег Леонидович. Тел.31-59-05, 270-720. ИНН : 1101129147/110101001","торговый павильон «Шамс» г. Сыктывкар,Эжвинский р-н,проспект Бумажников, д. 36/1",  
,12489,30/03/12,19/04/07,18/04/13,11МЕ004116,"ООО ""Дока"", по адресу:  г. Сыктывкар,ул. Интернациональная, д.119. ОГРН 1061101013665,в лице Кривощекова Татьяна Владимировна. Тел.553-445. ИНН : 1101124727/110101001","кафе «VIS-а-VIS» г. Сыктывкар,ул. Интернациональная, д.119",  
,12497,12/05/12,07/05/07,06/05/13,11МЕ004202,"ООО ""Русская изба"", по адресу:  г. Сыктывкар,ул. Первомайская, д.40. ОГРН 1041100423594,в лице Оруджева Наталья Александровна. Тел.35-55-33, 24-34-62. ИНН : 1101042111/110101001","закусочная «Бублик» г. Сыктывкар,ул. Первомайская, д.40",  
,12509,18/06/12,02/07/07,01/07/14,11МЕ004266,"ООО ""Тон"", по адресу:  г. Сыктывкар,ул. К. Маркса, д.197. ОГРН 1041100414068,в лице Туркина Ольга Борисовна. Тел.43-58-00. ИНН : 1101041252/110101001","магазин №426 г. Сыктывкар,ул. Карла Маркса, д.197",  
,12529,03/02/09,08/08/07,07/08/12,11МЕ002598осн,"ООО  ""АННА"", по адресу:  г. Сыктывкар,ул. Первомайская, д.29, кв.16. ОГРН 1071101005260,в лице Давтян Давит Симонович. Тел.34-65-79. ИНН : 1101131629/110101001", ,  
,12529,03/02/09,08/08/07,07/08/12,11МЕ002598коп,"ООО  ""АННА"", по адресу:  г. Сыктывкар,ул. Первомайская, д.29, кв.16. ОГРН 1071101005260,в лице Давтян Давит Симонович. Тел.34-65-79. ИНН : 1101131629/110101001","магазин №78 г. Сыктывкар,ул. Интернациональная, д. 78",  
,12533,17/08/07,17/08/07,16/08/12,11МЕ000988,"ООО ""Продукты"", по адресу:  г. Сыктывкар,ул. Орджоникидзе, д.18. ОГРН 1031100401573,в лице Шаньгин Денис Григорьевич. Тел.66-39-13. ИНН : 1101108965/110101001","магазин «Конкурент» г. Сыктывкар,Эжвинский р-н,ул. Слободская, д. 25",  
,12534,20/08/07,20/08/07,19/08/12,11МЕ000990,"ООО "" КАПИТАЛ "", по адресу:  г. Сыктывкар,ул. Гаражная, д.1. ОГРН 1041100438224,в лице Дю Наталья Феликсовна. Тел.23-58-08,23-58-88. ИНН : 1101043370/110101001","закусочная «АМбар» г. Сыктывкар,ул. Гаражная, д. 1",  
,12546,17/09/07,17/09/07,16/09/12,11МЕ002015,"ООО ""Мир вкуса"", по адресу:  г. Сыктывкар,ул. Интернациональная, д. 166. ОГРН 1071101006151,в лице Плаксина Татьяна Ивановна. Тел.391-662. ИНН : 1101132189/110101001","кафе «Шоколадъ» г. Сыктывкар,ул. Интернациональная, д. 166",  
,12549,20/12/10,19/09/07,18/09/12,11МЕ003200осн,"ООО ""Биржа труда"", по адресу:  г. Сыктывкар,ул. Куратова, д.73/1. ОГРН 1061101041539,в лице Ерофеевская Галина Александровна. Тел.31-51-92. ИНН : 1101060311/110101001", ,  
,12549,20/12/10,22/10/09,18/09/12,11МЕ003200коп,"ООО ""Биржа труда"", по адресу:  г. Сыктывкар,ул. Куратова, д.73/1. ОГРН 1061101041539,в лице Ерофеевская Галина Александровна. Тел.31-51-92. ИНН : 1101060311/110101001","бар «СВ» г. Сыктывкар,ул. Куратова, д.73/1",  
,12554,02/10/07,02/10/07,01/10/12,11МЕ002031,"ООО ""ФЛАМИНГО ПЛЮС"", по адресу:  г. Сыктывкар,ул. Ленина д.48. ОГРН 1071101006008,в лице Сидоров Александр Анатольевич. Тел.89222704256. ИНН : 1101132069/110101001","магазин «Фламинго Плюс Продукты» г. Сыктывкар,ул. Ленина д.48",  
,12556,10/10/07,10/10/07,09/10/12,11МЕ002035,"ООО ""ПоСТ"", по адресу:  г. Сыктывкар,ул. Печорская, д.50. ОГРН 1071101001817,в лице Попов Александр Александрович. Тел.29-15-63. ИНН : 1101062710/110101001","бар «Карамболь» г. Сыктывкар,ул. Печорская, д.50",  
,12557,25/06/10,25/05/09,14/10/12,11МЕ003067коп,"ООО ""ЛЕМУРИЯ"", по адресу:  Сыктывдинский район,с. Выльгорт, ул. Северная, д.9 «б». ОГРН 1021100972375,в лице Ватаманова Антонина Николаевна. Тел.7-73-95. ИНН : 1109006612/110901001","магазин «Продукты» г. Сыктывкар,ул. Серова, д.46",  
,12570,16/11/10,04/11/07,03/11/12,11МЕ003166коп,"ООО ""Провизия"", по адресу:  г. Сыктывкар,ул. Чкалова, д.50. ОГРН 1041100400813,в лице Инейкина Любовь Ивановна. Тел.43-03-33, 24-11-82, 43-67-75. ИНН : 1101039743/110101001","магазин № 568 «Провизия» г. Сыктывкар,ул. Карла Маркса д. 176",  
,12570,16/11/10,04/11/07,03/11/12,11МЕ003166осн,"ООО ""Провизия"", по адресу:  г. Сыктывкар,ул. Чкалова, д.50. ОГРН 1041100400813,в лице Инейкина Любовь Ивановна. Тел.43-03-33, 24-11-82, 43-67-75. ИНН : 1101039743/110101001", ,  
,12570,16/11/10,04/11/07,03/11/12,11МЕ003166коп,"ООО ""Провизия"", по адресу:  г. Сыктывкар,ул. Чкалова, д.50. ОГРН 1041100400813,в лице Инейкина Любовь Ивановна. Тел.43-03-33, 24-11-82, 43-67-75. ИНН : 1101039743/110101001","магазин №366 «Провизия» г. Сыктывкар,ул. Куратова, д. 73/6",  
,12571,03/07/12,01/11/07,31/10/12,11МЕ004311коп,"ООО ""ТК ""Продтовары"", по адресу:  г. Сыктывкар,ул. Интернациональная, д.166. ОГРН 1041100406907,в лице Есева Елена Александровна. Тел.29-13-70. ИНН : 1101118113/110101001","магазин №1 «Универсам» г. Сыктывкар,Октябрьский проспект, д. 53",  
,12571,03/07/12,01/11/07,31/10/12,11МЕ004311коп,"ООО ""ТК ""Продтовары"", по адресу:  г. Сыктывкар,ул. Интернациональная, д.166. ОГРН 1041100406907,в лице Есева Елена Александровна. Тел.29-13-70. ИНН : 1101118113/110101001","магазин №2 г. Сыктывкар,ул. Коммунистическая, д. 65",  
,12571,03/07/12,01/11/07,31/10/12,11МЕ004311коп,"ООО ""ТК ""Продтовары"", по адресу:  г. Сыктывкар,ул. Интернациональная, д.166. ОГРН 1041100406907,в лице Есева Елена Александровна. Тел.29-13-70. ИНН : 1101118113/110101001", ,  
,12582,27/12/11,01/12/07,30/11/12,11МЕ003997коп,"ООО ""Инпромторг"", по адресу:  г. Сыктывкар,Сысольское шоссе, д.49. ОГРН 1021100509671,в лице Лавренов Сергей Анатольевич. Тел.43-43-43. ИНН : 1101020340/110101001","магазин №515 г. Сыктывкар,ул. Лыткина, д. 31",  
,12582,27/12/11,01/12/07,30/11/12,11МЕ003997коп,"ООО ""Инпромторг"", по адресу:  г. Сыктывкар,Сысольское шоссе, д.49. ОГРН 1021100509671,в лице Лавренов Сергей Анатольевич. Тел.43-43-43. ИНН : 1101020340/110101001","магазин №410 г. Сыктывкар,ул. Куратова, д. 73/6",  
,12582,27/12/11,01/12/07,30/11/12,11МЕ003997коп,"ООО ""Инпромторг"", по адресу:  г. Сыктывкар,Сысольское шоссе, д.49. ОГРН 1021100509671,в лице Лавренов Сергей Анатольевич. Тел.43-43-43. ИНН : 1101020340/110101001","магазин №218 г. Сыктывкар,ул. Орджоникидзе, д. 50А, павильон №4",  
,12582,27/12/11,01/12/07,30/11/12,11МЕ003997коп,"ООО ""Инпромторг"", по адресу:  г. Сыктывкар,Сысольское шоссе, д.49. ОГРН 1021100509671,в лице Лавренов Сергей Анатольевич. Тел.43-43-43. ИНН : 1101020340/110101001","магазин №199 г. Сыктывкар,Сысольское шоссе, д. 31",  
,12582,27/12/11,01/12/07,30/11/12,11МЕ003997осн,"ООО ""Инпромторг"", по адресу:  г. Сыктывкар,Сысольское шоссе, д.49. ОГРН 1021100509671,в лице Лавренов Сергей Анатольевич. Тел.43-43-43. ИНН : 1101020340/110101001", ,  
,12582,27/12/11,01/12/07,30/11/12,11МЕ003997коп,"ООО ""Инпромторг"", по адресу:  г. Сыктывкар,Сысольское шоссе, д.49. ОГРН 1021100509671,в лице Лавренов Сергей Анатольевич. Тел.43-43-43. ИНН : 1101020340/110101001","торговый павильон «Градус» г. Сыктывкар,ул. Заводская, д.14",  
