№ п/п,Наименование организации,ИНН организации,ОГРН организации,Адрес места нахождения организации (юридический адрес),Адрес осуществления вида деятельности ,Регистраци-онный номер организации Серия лицензии Номер лицензии,"Дата выдачи лицензии (месяц, число, год)","Дата окончания действия лицензии (месяц, число, год)",Продленна лицензия,Основание и дата переоформления лицензии,"Дата приоста-новления действия лицензии (месяц, число, год)","Дата возобно-вления действия лицензии (месяц, число, год)","Дата прекра-щения действия лицензии (месяц, число, год)","Дата аннули-рования (месяц, число, год)",Дата прове-дения последней проверки,Примечание
,,,,,"16.05.2005г.
184/13 - 214000, г. Смоленск, киоск на пересечении ул. Маяковского и ул. Ленина, до 13 %",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"16.05.2005г.
184/14 - 214019, г. Смоленск, Трамвайный проезд, микрорынок ""Медгородок"", киоск № 6, до 13 %",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"22.06.2005г. 
184/15 - 214012, г. Смоленск, пл. Желябова (остановочный комплекс), до 13 %",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"22.06.2005г. 
184/16 - 214019, г. Смоленск, ул. 25-ого Сентября (киоск № 4), до 13 %",,,,,,,,,,,
,,,,,"22.06.2005г. 
184/17 - 214000, г. Смоленск, ул. Тенишевой (киоск около д. № 6), до 13 %",,,,,,,,,,,
,,,,,"11.08.2005г. 
184/18 - 214019, г. Смоленск, ул. Рославльское шоссе, ""Тихвинский рынок"" (бокс № 44), до 13 %",,,,,,,,,,,
,,,,,"11.08.2005г. 
184/19 - 214000, г. Смоленск, ул. Тенишевой, остановка ""ул. Твардовского"" (киоск), до 13 %",,,,,,,,,,,
,,,,,"11.08.2005г. 
184/20 - 214000, г. Смоленск, ул. Тенишевой, киоск около д. № 6, до 13 %",,,,,,,,,,,
,,,,,"11.08.2005г. 
184/21 - 214020, г. Смоленск, ул. Румянцева, остановка ""ул. Румянцева"" (киоск), до 13 %",,,,,,,,,,,
,,,,,"25.08.2005г. 
184/22 - 214027, г. Смоленск, ул. Лавочкина, остановочный комплекс около д. 43, до 13 %",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"25.08.2005г.
184/23 - 214004, г. Смоленск, ул. Николаева, 18 (киоск около входа на рынок ""Краснинский""), до 13%",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"02.08.2006г.
184/24 - 214015, г. Смоленск, ул. Мало-Краснофлотская, остановка ""Совхоз Юбилейный"" (киоск), до 15 %",,,,,,,,,,,
,,,,,"02.08.2006г. 
184/25 - 214000, г. Смоленск, ул. Соболева, остановка ""ул. Соболева"" (киоск), до 15 %",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"18.10.2006г. 
184/26 - 214012, г. Смоленск, ул. Ново-Московская, остановка ""Льнокомбинат"" (киоск), до 15 %",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"18.10.2006г. 
184/27 - 214035, г. Смоленск, ул. Соколовского, около д. 13 (киоск), до 15 %",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"18.10.2006г. 
184/28 - 214016, г. Смоленск, ул. Шейна, остановка ""Шейновка"" (киоск), до 15 %",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"18.10.2006г. 
184/29 - 214038, г. Смоленск, ул. Кловская, остановка ""Автотранспортный колледж"" (киоск), до 15 %",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"18.10.2006г.                                                     
184/30 - 214009, г. Смоленск, Рославльское шоссе, остановка ""Сельхозтехника"" (киоск), до 15 %",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"17.11.2006г.                                                     
184/31 - 214000, г. Смоленск, ул. Октябрьской революции, около поликлиники УВД  (киоск), до 15%.",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"17.11.2006г.                                                        
184/32 - 214019, г. Смоленск, ул. 25 Сентября, около д. 44 (киоск), до 15 %",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"17.11.2006 г.                                                     
184/33 - 214004, г. Смоленск, ул. Багратиона, остановка ""Камерный театр"" (киоск), до 15 %.",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"17.11.2006 г.                                                       
184/34 - 214033, г. Смоленск, Московский большак, остановка ""Колодня"" (киоск), до 15 %.",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"17.11.2006 г.                                                     
184/35 - 214004, г. Смоленск, ул. Багратиона,  д. 8/1, остановка ""Завод Холодильников"" (киоск), до 15 %.",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"17.11.2006 г.                                                     
184/36 - 214000, г. Смоленск, пл. Смирнова (киоск), до 15 %.",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"17.11.2006 г.                                                         
184/37 - 214000, г. Смоленск, ул. Рыленкова, остановка ""Аркада плюс"" (киоск), до 15 %.",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"17.11.2006 г.                                                       
184/38 - 214000, г. Смоленск, ул. Б. Советская, остановка ул. Тухачевского (киоск), до 15 %.",,,,,01 июля 2009 исключение объекта,,,,,,
,,,,,"17.11.2006 г.                                                       
184/39 - 214020, г. Смоленск, ул. Шевченко, остановка ""Опытный завод"" (киоск),до 15 %.",,,,,,,,,,,
,,,,,"17.11.2006 г.                                                     
184/40 - 214010, г. Смоленск, ул. Седова, остановка ""ул. Седова"" (киоск), до 15 %.",,,,,01 июля 2009 исключение объекта,,,,,,
